premise,hypothesis,label,triplet_nr
A guitar-playing woman kisses a young girl on stage.,A guitar-playing woman kisses a young girl.,0,49401
A guitar-playing woman kisses a young girl on stage.,A female is happy to be playing.,1,49401
A guitar-playing woman kisses a young girl on stage.,A piano-playing woman kisses a young girl.,2,49401
A guitar-playing woman kisses a young girl on stage.,A musician shows affections towards a child.,0,49404
A guitar-playing woman kisses a young girl on stage.,A female is playing the drums.,2,49404
A guitar-playing woman kisses a young girl on stage.,A woman plays the trumpet in a parade.,2,49404
A rottweiler running.,A puppy is racing to rescue someone stuck in a well.,1,49424
A rottweiler running.,An animal is running.,0,49424
A rottweiler running.,The dog is resting quietly by the barn.,2,49424
Two young Chinese girls eating.,Two girls enjoy their meal.,0,49428
Two young Chinese girls eating.,Two girls eat together while discussing a project for school.,1,49428
Two young Chinese girls eating.,A couple of girls wash stacks of dishes following a family dinner.,2,49428
A man is getting his head shaved with people in the background.,a man is getting a shave,0,49440
A man is getting his head shaved with people in the background.,the shave is close,1,49440
A man is getting his head shaved with people in the background.,The man is bald,2,49440
A brown dog with a pink collar with a heart on it playing with a bigger dog.,A flamingo is playing with a frog.,2,49464
A brown dog with a pink collar with a heart on it playing with a bigger dog.,A dog is playing with a bigger dog.,0,49464
A brown dog with a pink collar with a heart on it playing with a bigger dog.,A brown puppy is playing with her mother.,1,49464
A man with a goatee in a black shirt and white latex gloves is using a tattoo gun to place a tattoo on someone's back.,A man is in a tattoo shop.,1,49506
A man with a goatee in a black shirt and white latex gloves is using a tattoo gun to place a tattoo on someone's back.,the man is tattoing himself.,2,49506
A man with a goatee in a black shirt and white latex gloves is using a tattoo gun to place a tattoo on someone's back.,A man is tattooing a butterfly on someone's back.,1,49506
"A young woman in shorts and a tank top walks down a busy, modern city street.",A woman rides a unicycle down the street.,2,49517
"A young woman in shorts and a tank top walks down a busy, modern city street.",A woman walks down streets of Tel Aviv.,1,49517
"A young woman in shorts and a tank top walks down a busy, modern city street.",A woman walks down a busy street.,0,49517
A man is sliding down a huge sand dune on a sunny day.,A man is trying to drive over a sand dune.,2,49545
A man is sliding down a huge sand dune on a sunny day.,A man is sliding down a huge sand dune on Mars.,2,49545
A man is sliding down a huge sand dune on a sunny day.,A man is sliding down a sand dune because he slipped and fell.,1,49545
This is a man in front of a store performing with a little boy standing with a dollar in his hand,The little boy is looking to buy some things from the store.,0,49549
This is a man in front of a store performing with a little boy standing with a dollar in his hand,The man is playing tag with some small chidlren.,2,49549
This is a man in front of a store performing with a little boy standing with a dollar in his hand,The boy is outside.,1,49549
A bearded man with a hat drives down the road.,A person is listening to the radio.,1,49573
A bearded man with a hat drives down the road.,A person is playing golf.,2,49573
A bearded man with a hat drives down the road.,A person is in a car.,0,49573
An old grandma is looking at a woman who is holding a large white tub of food in a crowd of people.,An old woman is skiing with another woman.,2,49583
An old grandma is looking at a woman who is holding a large white tub of food in a crowd of people.,There is an old lady with a hat.,1,49583
An old grandma is looking at a woman who is holding a large white tub of food in a crowd of people.,The crowd is on the street.,1,49583
An old grandma is looking at a woman who is holding a large white tub of food in a crowd of people.,It is empty.,2,49585
An old grandma is looking at a woman who is holding a large white tub of food in a crowd of people.,The woman with the tub of food is alone.,2,49585
An old grandma is looking at a woman who is holding a large white tub of food in a crowd of people.,A person looking,0,49585
Skateboarder in jeans and t-shirt performing jump.,A bmx biker on a jump.,2,49590
Skateboarder in jeans and t-shirt performing jump.,Human in motion.,0,49590
Skateboarder in jeans and t-shirt performing jump.,Skateboarder competing in the X-games.,1,49590
"Little boy sits in car's driver's seat, grabbing the steering wheel.",The child is sitting in the trunk of the car.,2,49591
"Little boy sits in car's driver's seat, grabbing the steering wheel.",The child is trying to find the keys.,1,49591
"Little boy sits in car's driver's seat, grabbing the steering wheel.",The boy is grabbing at the steering wheel.,0,49591
Two young girls holding pictures of a sloth in a crowd of people.,Two girls are sking.,2,49607
Two young girls holding pictures of a sloth in a crowd of people.,Two people are holding pictures.,0,49607
Two young girls holding pictures of a sloth in a crowd of people.,Two girls are protesting.,1,49607
A man and a young boy are sitting on a step eating oranges.,A man and a boy are eating an orange to avoid scurvy.,1,49618
A man and a young boy are sitting on a step eating oranges.,A man and a boy are sitting on a step eating oranges.,0,49618
A man and a young boy are sitting on a step eating oranges.,A balloon is floating into the sky.,2,49618
A man walking on dirt at a construction site.,A man is riding his bicycle on the sidewalk.,2,49627
A man walking on dirt at a construction site.,A man is at a construction site.,0,49627
A man walking on dirt at a construction site.,The man is an architect.,1,49627
An elderly man is looking a loose brick blocks and holding a pole.,A young woman is holding a pole.,2,49632
An elderly man is looking a loose brick blocks and holding a pole.,The old man is looking at blocks.,0,49632
An elderly man is looking a loose brick blocks and holding a pole.,An infant is biting his mother.,2,49632
A woman with a push-to-talk cellphone and headset waiting at a crosswalk.,A woman is wearing a textile jacket.,1,49642
A woman with a push-to-talk cellphone and headset waiting at a crosswalk.,A woman is standing on the streets.,0,49642
A woman with a push-to-talk cellphone and headset waiting at a crosswalk.,A woman is indoors.,2,49642
